"","logFC","logCPM","PValue","FDR"
"Lus10029787.g.BGIv1.0",-1.35570503235957,4.02428736141647,7.04643190195177e-10,1.24064577241695e-08
"Lus10026979.g.BGIv1.0",1.28949579054918,2.41409873797286,7.05013076385484e-10,1.24079447139892e-08
"Lus10042829.g.BGIv1.0",2.04113545714166,1.22725048178368,7.0605853208357e-10,1.2421315438367e-08
"Lus10034388.g.BGIv1.0",-1.57363865453454,2.31542709121594,7.06911740893607e-10,1.24312946150429e-08
"Lus10019399.g.BGIv1.0",1.0032608591105,3.27874549505477,7.10362269505092e-10,1.248692204515e-08
"Lus10024326.g.BGIv1.0",1.77856040243567,1.71654121032997,7.33671917773573e-10,1.28654505597156e-08
"Lus10011018.g.BGIv1.0",1.39145200602761,2.61407896097443,7.71105974281831e-10,1.3510982590893e-08
"Lus10043312.g.BGIv1.0",-3.06735186462921,0.81782653275048,7.79412573294917e-10,1.365102496926e-08
"Lus10019338.g.BGIv1.0",1.26837945538432,3.09318777239889,7.93804748273763e-10,1.38919026619198e-08
"Lus10036334.g.BGIv1.0",1.20228502910786,3.1244072631872,7.98186741632175e-10,1.39629681470794e-08
"Lus10008706.g.BGIv1.0",-2.30199814652449,1.16062692367445,8.48109867927568e-10,1.4788681936895e-08
"Lus10028201.g.BGIv1.0",1.21612864919401,3.3003853684842,8.96020795538279e-10,1.55741383457995e-08
"Lus10013551.g.BGIv1.0",-2.15782181770528,1.88143592941875,9.32745654408699e-10,1.61736682659755e-08
"Lus10040846.g.BGIv1.0",-1.81336260474803,2.07945742528858,9.54975801493891e-10,1.6545935857609e-08
"Lus10000608.g.BGIv1.0",-1.14537116309229,3.12994589535904,9.60147077205979e-10,1.66156662393396e-08
"Lus10041067.g.BGIv1.0",-3.31285915730964,0.517292255704715,1.02294595019137e-09,1.7653228821266e-08
"Lus10030183.g.BGIv1.0",1.22871496996185,2.89651285555675,1.03289519079438e-09,1.78107841487594e-08
"Lus10011829.g.BGIv1.0",-1.37135293426105,2.3542354076365,1.04004669460968e-09,1.79056910342089e-08
"Lus10035366.g.BGIv1.0",1.13177936640349,2.90821617410308,1.06496888485184e-09,1.82985226851362e-08
"Lus10033268.g.BGIv1.0",-1.34261788679856,2.62954115544665,1.06795404251873e-09,1.83425642759114e-08
"Lus10041064.g.BGIv1.0",-2.51367596378998,1.51594776538991,1.06841625270069e-09,1.83432554980852e-08
"Lus10001801.g.BGIv1.0",1.09047238261219,4.27902087344631,1.08671945129254e-09,1.86207257655254e-08
"Lus10020396.g.BGIv1.0",1.31322583306283,3.03865559293402,1.12274714161679e-09,1.91700475228686e-08
"Lus10036005.g.BGIv1.0",-1.12478998683233,2.90117263428156,1.13177164120395e-09,1.92906001709873e-08
"Lus10014241.g.BGIv1.0",-6.55112771006354,-0.284839333722879,1.15651884866738e-09,1.96848202311745e-08
"Lus10016061.g.BGIv1.0",2.0685394166281,1.82074231176785,1.20645797377507e-09,2.04946989362938e-08
"Lus10025345.g.BGIv1.0",2.41046122550733,1.12727714229739,1.21579430370963e-09,2.06452321002192e-08
"Lus10020714.g.BGIv1.0",-2.19295235880531,1.48915540687643,1.24129863645233e-09,2.10618630075017e-08
"Lus10006789.g.BGIv1.0",-2.30174015117731,1.16125148803183,1.25068022189248e-09,2.12127662605884e-08
"Lus10031897.g.BGIv1.0",1.13543658362711,3.45595376332703,1.25452494466055e-09,2.1269677796154e-08
"Lus10009137.g.BGIv1.0",-1.67817819238311,1.70708324046748,1.28721193596869e-09,2.17898715219996e-08
"Lus10023472.g.BGIv1.0",1.1291411282818,3.21098758159024,1.32914643916145e-09,2.24472901541521e-08
"Lus10010374.g.BGIv1.0",1.62501794872001,2.88935195068684,1.33126893168099e-09,2.24744045549919e-08
"Lus10039285.g.BGIv1.0",-2.12787571175359,1.32908530281461,1.40835251655802e-09,2.37112673304778e-08
"Lus10006092.g.BGIv1.0",-1.02352480295934,3.68966710056215,1.41479843146244e-09,2.38105701177328e-08
"Lus10001407.g.BGIv1.0",1.96091271533234,1.50842235453335,1.42810437144164e-09,2.39880699887711e-08
"Lus10039689.g.BGIv1.0",-2.24036762055654,1.4647256287148,1.47029683368578e-09,2.46491606853662e-08
"Lus10028643.g.BGIv1.0",-1.14847954806721,2.74379222231289,1.55893464534364e-09,2.60447532543172e-08
"Lus10034159.g.BGIv1.0",1.01159732155634,3.17851858960535,1.57691811600632e-09,2.63148588947834e-08
"Lus10016178.g.BGIv1.0",-4.25831113568263,0.0665324336111381,1.60982157892831e-09,2.68124727423727e-08
"Lus10008011.g.BGIv1.0",-1.72558599910575,8.73298567514467,1.62712593239194e-09,2.70903069348947e-08
"Lus10035221.g.BGIv1.0",-3.26198339485686,0.481557723150723,1.69715285985e-09,2.82129758969558e-08
"Lus10002739.g.BGIv1.0",-1.32894035312493,2.5227208463744,1.71569502507425e-09,2.8510312857417e-08
"Lus10039018.g.BGIv1.0",-1.00175663295248,3.43629329569764,1.92385201144178e-09,3.18354666118711e-08
"Lus10012986.g.BGIv1.0",1.27697997920164,2.7540586531361,1.97849842516702e-09,3.26899677082613e-08
"Lus10021259.g.BGIv1.0",-1.12966418650962,3.56833051074611,2.13266626461195e-09,3.51304036335529e-08
"Lus10006006.g.BGIv1.0",1.10126541287476,2.95764839910827,2.15234892136165e-09,3.54277773421099e-08
"Lus10033494.g.BGIv1.0",1.24841781119655,2.62278149271276,2.16117233885557e-09,3.55192146474066e-08
"Lus10023549.g.BGIv1.0",1.49805230069876,1.99370206873537,2.24218150110855e-09,3.67672093680459e-08
"Lus10018646.g.BGIv1.0",-4.95330259687631,-0.0326955514972712,2.25124161040616e-09,3.69018567292482e-08
"Lus10025502.g.BGIv1.0",-1.29421177550557,2.60803279756202,2.30686189898962e-09,3.77708450512157e-08
"Lus10035736.g.BGIv1.0",-1.71971031996447,1.52626462711803,2.4200072038764e-09,3.95192085498538e-08
"Lus10019171.g.BGIv1.0",2.15577138945155,1.25792516119215,2.42833104243595e-09,3.96402473697835e-08
"Lus10018188.g.BGIv1.0",1.15628897280187,3.4963872980523,2.43282543918763e-09,3.96979966607574e-08
"Lus10014397.g.BGIv1.0",-1.63823695539344,2.21675770736063,2.58813952666066e-09,4.20123276189192e-08
"Lus10041863.g.BGIv1.0",-1.42760819841062,2.28450975353577,2.60613349409337e-09,4.2288626025283e-08
"Lus10004895.g.BGIv1.0",-1.69503049489501,7.18137510678842,2.67530359951342e-09,4.33301500649955e-08
"Lus10020182.g.BGIv1.0",1.14992761589994,3.48350600007943,2.78573302036385e-09,4.50180669621699e-08
"Lus10026032.g.BGIv1.0",-2.22268598404714,1.17098292096391,2.93910520562144e-09,4.74260736427505e-08
"Lus10000300.g.BGIv1.0",-1.81992425579964,4.95275509482545,2.98538601454593e-09,4.81014512373336e-08
"Lus10026977.g.BGIv1.0",1.53900575066875,2.13684086603836,3.04398677490364e-09,4.90093144784579e-08
"Lus10005523.g.BGIv1.0",-1.67397762732701,1.85981063941334,3.04952807609917e-09,4.90803535713094e-08
"Lus10031552.g.BGIv1.0",1.28898081661599,3.20764609502118,3.16365416766134e-09,5.08230636815988e-08
"Lus10001037.g.BGIv1.0",-6.55662317360183,-0.284546770839856,3.21775513627836e-09,5.16730822050819e-08
"Lus10024078.g.BGIv1.0",-1.13568898758255,2.80594657653313,3.22440145619351e-09,5.17606926522113e-08
"Lus10031153.g.BGIv1.0",-1.10953035799504,2.98037189038411,3.3304430776506e-09,5.34235022245568e-08
"Lus10004537.g.BGIv1.0",-2.23130494059414,1.10193278201864,3.45478225193688e-09,5.52549077534761e-08
"Lus10033372.g.BGIv1.0",-1.46267352636352,2.16082509322671,3.74162017685373e-09,5.96887965900949e-08
"Lus10032787.g.BGIv1.0",-1.45631122476608,2.57171149342683,3.7490612967424e-09,5.97636390284887e-08
"Lus10004486.g.BGIv1.0",1.34271328910791,2.44103538016943,3.8095339426773e-09,6.07053702427143e-08
"Lus10009404.g.BGIv1.0",1.14296376478613,2.64604489893696,3.87005161600371e-09,6.15569022317225e-08
"Lus10022401.g.BGIv1.0",1.42401258774147,2.2838126751774,3.88193593320545e-09,6.17091793458062e-08
"Lus10014754.g.BGIv1.0",-2.7109092291631,0.535002387062789,3.99558716217043e-09,6.33913027469747e-08
"Lus10039365.g.BGIv1.0",1.00434318069251,2.99039169225832,4.06945571408846e-09,6.45161594993215e-08
"Lus10010110.g.BGIv1.0",-2.64065203557596,0.729841921327141,4.3453779254053e-09,6.8590386272801e-08
"Lus10034637.g.BGIv1.0",1.35373853426574,3.01062533552731,4.38819151708896e-09,6.91657264102154e-08
"Lus10010700.g.BGIv1.0",-2.20804093016028,1.32941903882225,4.68331192480563e-09,7.34975641455688e-08
"Lus10015420.g.BGIv1.0",1.05078142137681,2.96232827463869,4.70435267682265e-09,7.38011242201939e-08
"Lus10037318.g.BGIv1.0",1.34359781850989,2.51638733777107,4.75964266929105e-09,7.45877528755412e-08
"Lus10021484.g.BGIv1.0",1.1755475724753,3.18682982780702,4.90068062685965e-09,7.66321897590705e-08
"Lus10023550.g.BGIv1.0",1.39728789623522,2.12699600740169,5.28529278119815e-09,8.23206601545914e-08
"Lus10017170.g.BGIv1.0",-2.02222088120738,2.27019445029716,5.32483526346265e-09,8.28771620973809e-08
"Lus10027522.g.BGIv1.0",-2.43021678620132,1.1124367362329,5.3480969787873e-09,8.32094215335945e-08
"Lus10033157.g.BGIv1.0",1.54956418147149,2.05179627940604,5.41083792394258e-09,8.41253703117697e-08
"Lus10009876.g.BGIv1.0",1.35412972653048,2.27380209621077,5.69261439405174e-09,8.82852801726091e-08
"Lus10001006.g.BGIv1.0",1.19144790917358,3.04389232032965,5.70567465666556e-09,8.84562706847035e-08
"Lus10025741.g.BGIv1.0",-1.00415953247516,3.22276710652349,5.72375060306139e-09,8.86732581844909e-08
"Lus10021848.g.BGIv1.0",1.10611586408404,2.71957647001735,5.84576580838935e-09,9.04024494686921e-08
"Lus10023469.g.BGIv1.0",1.54119171265563,1.89605611194759,5.87954301094795e-09,9.08601543650616e-08
"Lus10005361.g.BGIv1.0",-1.00619425359379,3.07747694859542,6.07752592983112e-09,9.38196483294348e-08
"Lus10017089.g.BGIv1.0",-1.29809956374283,2.43930175605979,6.09953352518717e-09,9.40925556683504e-08
"Lus10042777.g.BGIv1.0",1.29833434608434,3.39454530338526,6.7549165385454e-09,1.03650891933324e-07
"Lus10025388.g.BGIv1.0",1.71401156942294,1.82810569368738,7.17536299260156e-09,1.09831057975839e-07
"Lus10034224.g.BGIv1.0",1.05460730996419,2.93699678479234,7.47903093293989e-09,1.14157638232384e-07
"Lus10016962.g.BGIv1.0",-1.56446182554372,2.23634645548081,7.53661255673463e-09,1.149558191066e-07
"Lus10033002.g.BGIv1.0",-2.21698486421744,0.954092982013997,8.27081070106488e-09,1.25494035597205e-07
"Lus10041912.g.BGIv1.0",1.36573585413387,2.204248859068,8.7223114716046e-09,1.32160195880838e-07
"Lus10027560.g.BGIv1.0",-1.32991454265594,2.36848561002812,8.77200909000464e-09,1.32774375749161e-07
"Lus10018084.g.BGIv1.0",1.85304481658501,1.34144467454147,9.23806242365026e-09,1.39440212367535e-07
"Lus10007983.g.BGIv1.0",-3.06870086002156,0.330826335897969,9.75163968957958e-09,1.46632144221969e-07
"Lus10039039.g.BGIv1.0",1.27456374162848,2.42298249662195,1.00042880179002e-08,1.50119573498841e-07
"Lus10020949.g.BGIv1.0",1.06257244823762,2.81578641034986,1.03968053096056e-08,1.55740704208775e-07
"Lus10031133.g.BGIv1.0",-1.46665219130798,2.27244485443252,1.04880126404164e-08,1.56998759466784e-07
"Lus10030928.g.BGIv1.0",1.35963815827901,2.23193267978109,1.06717218675101e-08,1.59638823572792e-07
"Lus10012530.g.BGIv1.0",1.63700655374705,2.02038333099462,1.07446287009132e-08,1.60618897612586e-07
"Lus10020087.g.BGIv1.0",1.09562610974012,2.79348745279278,1.09671795870485e-08,1.63664354215099e-07
"Lus10034244.g.BGIv1.0",-1.40480716887763,2.40988233305412,1.13763036645022e-08,1.69337009855172e-07
"Lus10004034.g.BGIv1.0",1.89015427967099,1.57871215686931,1.13784685373458e-08,1.69337009855172e-07
"Lus10034575.g.BGIv1.0",1.13203591070164,3.28956377352865,1.3452239505672e-08,1.98500442481693e-07
"Lus10000299.g.BGIv1.0",-1.7417705133255,11.5778922970988,1.35467244230058e-08,1.99826826397178e-07
"Lus10036732.g.BGIv1.0",1.49586217950689,1.73072545000936,1.3962246241696e-08,2.05607319231967e-07
"Lus10008674.g.BGIv1.0",3.11543269985684,0.331517656139511,1.42343858058912e-08,2.09402025505211e-07
"Lus10040274.g.BGIv1.0",-2.08249893203477,1.12470012494115,1.4735771637922e-08,2.16411732727064e-07
"Lus10007466.g.BGIv1.0",-1.10743395229226,2.99488856000081,1.48336589995343e-08,2.17775748182626e-07
"Lus10023365.g.BGIv1.0",-2.30759228297086,0.940939504337506,1.51649935753197e-08,2.22489853429876e-07
"Lus10030242.g.BGIv1.0",1.3120870893774,2.27427420050124,1.68147351463476e-08,2.45121848271924e-07
"Lus10007892.g.BGIv1.0",-2.70537329792216,0.535592534659333,1.69642982131928e-08,2.47136396657407e-07
"Lus10022652.g.BGIv1.0",1.37019571434809,2.31028053833246,1.6993236644943e-08,2.47475038590391e-07
"Lus10033865.g.BGIv1.0",1.15353675292989,2.82177570464203,1.71003618045052e-08,2.48951717348843e-07
"Lus10040193.g.BGIv1.0",1.02758229421873,3.09086814126843,1.72317609272362e-08,2.50696746742934e-07
"Lus10019071.g.BGIv1.0",1.40369944383506,2.08674054930809,1.75086564943401e-08,2.54384627829365e-07
"Lus10021010.g.BGIv1.0",-1.80941343025459,1.83128021916108,1.81901915748866e-08,2.63581939317299e-07
"Lus10004036.g.BGIv1.0",1.41151713832467,2.69324768228063,1.88407367625433e-08,2.72247947611206e-07
"Lus10000298.g.BGIv1.0",-1.80954541485281,10.4507206279687,1.91055826551099e-08,2.75560313072423e-07
"Lus10039614.g.BGIv1.0",1.09845635590232,3.09536044824721,1.91327914424141e-08,2.75861219500227e-07
"Lus10001036.g.BGIv1.0",-6.97332908483911,0.0658746092893074,1.94537915990483e-08,2.80117845181262e-07
"Lus10017618.g.BGIv1.0",-2.8871110074719,0.370063809493357,1.96184982222952e-08,2.82116266437643e-07
"Lus10006533.g.BGIv1.0",1.09806796881141,3.01989578758385,1.96185381850198e-08,2.82116266437643e-07
"Lus10004958.g.BGIv1.0",-1.15100933913604,2.91279333998745,2.00230710930712e-08,2.87458032855646e-07
"Lus10013176.g.BGIv1.0",1.36341811118561,1.94920214753707,2.04708081885366e-08,2.9319840666803e-07
"Lus10032019.g.BGIv1.0",-1.16974245409412,2.51804611995313,2.08259106104909e-08,2.9780367110153e-07
"Lus10007620.g.BGIv1.0",-1.12696454656465,2.56178939135602,2.12221339337868e-08,3.02971226349966e-07
"Lus10027335.g.BGIv1.0",1.09899240691014,2.67722995608793,2.14088239450662e-08,3.05435833841803e-07
"Lus10026357.g.BGIv1.0",-2.91700947532979,0.389798411102954,2.17675526475754e-08,3.10248288899263e-07
"Lus10011295.g.BGIv1.0",1.06657956263566,3.05351842666752,2.19220407800186e-08,3.12143149278804e-07
"Lus10022523.g.BGIv1.0",1.15417735979559,3.07768458076623,2.209296854488e-08,3.14358375044762e-07
"Lus10021114.g.BGIv1.0",-1.03637887778302,3.01662701840964,2.23220597175154e-08,3.17215514213832e-07
"Lus10003099.g.BGIv1.0",-1.89763991794504,1.15978743527006,2.30638121351342e-08,3.27221598344131e-07
"Lus10029831.g.BGIv1.0",-3.55511861645692,0.481693971940151,2.36882630999113e-08,3.35533556603533e-07
"Lus10003010.g.BGIv1.0",-1.23476790042599,2.33903517869763,2.45805970016578e-08,3.47493701547664e-07
"Lus10032641.g.BGIv1.0",-2.61303154233751,0.464346307411409,2.54614383489275e-08,3.59513901894152e-07
"Lus10003448.g.BGIv1.0",-4.66740152931348,-0.254449575521745,2.56655471698638e-08,3.6189004249794e-07
"Lus10026592.g.BGIv1.0",-1.67623645179614,2.12224365573358,2.56787657085594e-08,3.61959022087155e-07
"Lus10025253.g.BGIv1.0",-2.64583941190819,0.482287242404279,2.6257375640276e-08,3.69875040978106e-07
"Lus10007349.g.BGIv1.0",1.02016814241445,3.51131308499984,2.72123822951901e-08,3.8307949182455e-07
"Lus10000622.g.BGIv1.0",-2.05117240167428,1.21448287104869,2.74943866323818e-08,3.86757269042808e-07
"Lus10016388.g.BGIv1.0",-1.21881233106824,2.80612181945399,2.88461183471706e-08,4.04115246751483e-07
"Lus10008097.g.BGIv1.0",-1.13087945735789,3.22142748072417,2.90738677768306e-08,4.0704351244013e-07
"Lus10003354.g.BGIv1.0",1.1043509492361,2.69384011223225,2.95546739431941e-08,4.13109720573823e-07
"Lus10022193.g.BGIv1.0",-1.26719136617886,2.25789919257265,2.98184901095201e-08,4.15994731563206e-07
"Lus10025380.g.BGIv1.0",2.09611544770152,1.42856556207841,2.98996246602374e-08,4.16992808343016e-07
"Lus10036173.g.BGIv1.0",1.07924144608977,2.9640068746349,3.05626663206762e-08,4.2569358142458e-07
"Lus10030886.g.BGIv1.0",-1.07987244408623,2.90106080768995,3.447508799043e-08,4.76523545320185e-07
"Lus10037385.g.BGIv1.0",-1.76628872097731,1.52490203987532,3.46227158626351e-08,4.7841197751577e-07
"Lus10038682.g.BGIv1.0",-1.22552038966668,2.64240130161435,3.52024957041747e-08,4.85035718147758e-07
"Lus10020859.g.BGIv1.0",-1.28233626432476,2.55426416312502,3.55885026876031e-08,4.90043649139307e-07
"Lus10006709.g.BGIv1.0",1.32500392935351,2.44617313044724,3.57922872561726e-08,4.92693641327764e-07
"Lus10018076.g.BGIv1.0",1.03525055949292,3.3392782763114,3.8631457291238e-08,5.2859555552641e-07
"Lus10033777.g.BGIv1.0",1.15611267154506,2.76167236253508,4.09401004585697e-08,5.59480385738599e-07
"Lus10038552.g.BGIv1.0",-1.15827188692216,2.86448767003276,4.10561189702982e-08,5.60889549892468e-07
"Lus10021659.g.BGIv1.0",-1.00039145626378,3.42239041654445,4.19398256247873e-08,5.72602437102742e-07
"Lus10022778.g.BGIv1.0",1.16644573214211,2.37930015608609,4.40824738559024e-08,5.99697939711897e-07
"Lus10014608.g.BGIv1.0",1.42315001900555,2.35566591189652,4.49514031198168e-08,6.10459995320698e-07
"Lus10037615.g.BGIv1.0",1.30706614567311,2.08542855304604,4.84141268234245e-08,6.55029725222872e-07
"Lus10033502.g.BGIv1.0",1.22850143617589,2.57199769317007,5.07638994006516e-08,6.85328407094946e-07
"Lus10028442.g.BGIv1.0",1.58316726231575,1.70703024647796,5.18748098234515e-08,6.99457151934013e-07
"Lus10015272.g.BGIv1.0",1.45320016360923,1.73082453639816,5.22858198981265e-08,7.04125426515321e-07
"Lus10032233.g.BGIv1.0",-1.04616800481403,3.19242232917103,5.27864659385133e-08,7.10207508762956e-07
"Lus10036003.g.BGIv1.0",-1.46663256980023,1.93518111700663,5.39509221642988e-08,7.24976982196053e-07
"Lus10000600.g.BGIv1.0",-1.57221509505252,1.60298372314613,5.61817744573992e-08,7.53324465588403e-07
"Lus10008368.g.BGIv1.0",-2.49239738606857,0.817137467575287,5.76534669001803e-08,7.71867526830224e-07
"Lus10017486.g.BGIv1.0",2.22904531183613,0.84842816156401,5.89139843530869e-08,7.8753069305444e-07
"Lus10017595.g.BGIv1.0",-1.0814566138074,3.33047307444168,6.01506872568039e-08,8.03321206064677e-07
"Lus10034817.g.BGIv1.0",1.02880933782912,3.11955860434883,6.26192956861111e-08,8.3323930223152e-07
"Lus10010943.g.BGIv1.0",-1.7232484785957,1.78104856870737,6.2620892097959e-08,8.3323930223152e-07
"Lus10029896.g.BGIv1.0",-2.83578052790794,0.330051951829058,6.37984137915377e-08,8.48128699061754e-07
"Lus10037734.g.BGIv1.0",-1.22524497675003,3.04890511985988,6.6132205577606e-08,8.76740807765817e-07
"Lus10035746.g.BGIv1.0",1.35914451661207,2.54538056645371,6.77459599363231e-08,8.96767547013368e-07
"Lus10036174.g.BGIv1.0",1.21449562682699,2.39897408372456,6.87600380336516e-08,9.08531189471389e-07
"Lus10000333.g.BGIv1.0",-1.16601847754271,2.94581781481003,7.03454904317925e-08,9.27506464834835e-07
"Lus10030641.g.BGIv1.0",1.36420641189231,2.58164146030527,7.05610484701851e-08,9.30066506381873e-07
"Lus10043058.g.BGIv1.0",1.38033849904512,2.13352825247468,7.06224516607285e-08,9.30435537649792e-07
"Lus10017981.g.BGIv1.0",-2.67921049712532,0.517923316905246,7.06419809771138e-08,9.30435537649792e-07
"Lus10027719.g.BGIv1.0",-1.93390216820568,1.12629735895648,7.10903902502266e-08,9.34776271799033e-07
"Lus10025134.g.BGIv1.0",-1.6289321383756,1.85318225369046,7.45138103625223e-08,9.77426026031746e-07
"Lus10026861.g.BGIv1.0",1.22311576686923,2.38160206572935,7.52459373843275e-08,9.86136914089268e-07
"Lus10008917.g.BGIv1.0",-2.04893003337901,0.90154912803051,7.75763904254228e-08,1.0145376859758e-06
"Lus10016128.g.BGIv1.0",-1.16681397468879,2.4268789256232,7.77810548311321e-08,1.0169083412223e-06
"Lus10034897.g.BGIv1.0",-1.13093165617309,3.09877881824823,7.88072714771218e-08,1.03001530318159e-06
"Lus10033279.g.BGIv1.0",2.35847762274978,0.587369953848228,8.08187429854846e-08,1.05471977674032e-06
"Lus10031253.g.BGIv1.0",1.63536003623369,2.09252805504943,8.12541265949604e-08,1.06008347455268e-06
"Lus10010801.g.BGIv1.0",1.96682521210432,1.12582656800024,8.28328223901033e-08,1.07906071984422e-06
"Lus10033355.g.BGIv1.0",1.79319148895563,1.69762817198894,8.498088428227e-08,1.10604910797442e-06
"Lus10017740.g.BGIv1.0",1.36177434106205,1.92267314351021,8.52674334812796e-08,1.10911448260464e-06
"Lus10033555.g.BGIv1.0",-1.05471758881526,2.84341643253145,9.32807038010257e-08,1.20541185342877e-06
"Lus10025166.g.BGIv1.0",2.3004278246462,1.41098378229625,9.40784043384052e-08,1.21463686219032e-06
"Lus10035442.g.BGIv1.0",1.57979447523747,1.72369332073854,9.62353126133281e-08,1.23953934062637e-06
"Lus10021288.g.BGIv1.0",-2.18142845013761,1.14844650402687,9.99857383114782e-08,1.28442081268861e-06
"Lus10017035.g.BGIv1.0",-1.27930892083692,2.19909696388561,1.05027702570236e-07,1.34481863282201e-06
"Lus10010191.g.BGIv1.0",1.13330586252201,2.58335463021605,1.0534585714039e-07,1.34809825014715e-06
"Lus10011647.g.BGIv1.0",-1.79133950025686,4.30315226189937,1.06719138698147e-07,1.36366480845008e-06
"Lus10001878.g.BGIv1.0",1.34993190654308,2.23625525483661,1.08005918188621e-07,1.37889141544128e-06
"Lus10024362.g.BGIv1.0",-1.26973917513784,2.09015951255222,1.09821838494879e-07,1.4000191029944e-06
"Lus10040108.g.BGIv1.0",1.11408061195376,3.06152387007497,1.123585642825e-07,1.43109849045548e-06
"Lus10039768.g.BGIv1.0",-2.67688699657982,0.369483256898984,1.14335429041979e-07,1.45499866390042e-06
"Lus10025216.g.BGIv1.0",-3.25778340086877,0.267437639565493,1.17149661233026e-07,1.4873285407304e-06
"Lus10041526.g.BGIv1.0",1.64581637282672,1.54541330955535,1.25087883950335e-07,1.58271964120909e-06
"Lus10042301.g.BGIv1.0",-3.87577259803434,-0.224584731052204,1.3235511781261e-07,1.6686801990812e-06
"Lus10023743.g.BGIv1.0",-1.36135807151086,1.97360457950345,1.33906113837559e-07,1.68578994342095e-06
"Lus10029585.g.BGIv1.0",-1.1636216873365,3.03265302325343,1.35541593212914e-07,1.70539177961175e-06
"Lus10040765.g.BGIv1.0",-1.15534915796927,2.3881903700937,1.38204868812803e-07,1.73638839657843e-06
"Lus10002528.g.BGIv1.0",1.1780272092984,2.95938369263805,1.40269866113274e-07,1.75978971134492e-06
"Lus10001550.g.BGIv1.0",-1.39980173042072,4.12826275513649,1.44804823733095e-07,1.81302145521353e-06
"Lus10043378.g.BGIv1.0",1.15147657609886,2.41769645849397,1.46126266086564e-07,1.82851321619143e-06
"Lus10004081.g.BGIv1.0",1.11523312237554,2.46545093107946,1.53610735171419e-07,1.91335595089878e-06
"Lus10025989.g.BGIv1.0",-6.28659541289079,-0.481766162910908,1.56503721175193e-07,1.94765998847758e-06
"Lus10002052.g.BGIv1.0",1.35648680958642,2.07802578325606,1.58137489320216e-07,1.96692268905268e-06
"Lus10000800.g.BGIv1.0",-1.77276655072495,1.22523208060041,1.59953280018628e-07,1.98836975570197e-06
"Lus10041811.g.BGIv1.0",-1.111873393159,2.625394716312,1.61074452307784e-07,2.00059071893476e-06
"Lus10032827.g.BGIv1.0",-4.54632647391044,-0.347435894796576,1.61700969236907e-07,2.00779858146174e-06
"Lus10036517.g.BGIv1.0",1.21255311791513,3.07481006398548,1.66016314841527e-07,2.05844130703823e-06
"Lus10002072.g.BGIv1.0",1.95588177703328,1.45776403282642,1.67890443511011e-07,2.07930640167156e-06
"Lus10034759.g.BGIv1.0",1.52329457009944,2.24702249929218,1.68216958278904e-07,2.08275687648597e-06
"Lus10009173.g.BGIv1.0",-1.87070966291135,1.96993876529628,1.72439772082444e-07,2.13261147430894e-06
"Lus10031345.g.BGIv1.0",1.20517204204725,2.8930141418655,1.73550534262786e-07,2.14512802813125e-06
"Lus10039020.g.BGIv1.0",1.23653384760624,2.22715267923157,1.76866954466134e-07,2.18301629119742e-06
"Lus10029204.g.BGIv1.0",-1.5943612393515,1.47281031422724,1.77180408295521e-07,2.18626441357212e-06
"Lus10004306.g.BGIv1.0",-4.80299175097737,-0.139766357373081,1.77339447400736e-07,2.18760587910256e-06
"Lus10040384.g.BGIv1.0",1.68019835716156,2.10777065349068,1.80553889723314e-07,2.22410261835143e-06
"Lus10010388.g.BGIv1.0",-1.1360925657287,3.08607761491579,1.82041728066021e-07,2.24116000021467e-06
"Lus10041759.g.BGIv1.0",1.17669268708696,2.52024822051378,1.86631143018268e-07,2.29376375972494e-06
"Lus10034980.g.BGIv1.0",1.49314816010694,1.81161524137573,1.86724004652869e-07,2.29425641782501e-06
"Lus10012944.g.BGIv1.0",1.42599072808008,1.98918951234793,1.88469841371299e-07,2.31374540362941e-06
"Lus10031453.g.BGIv1.0",-1.13234169876247,2.34029431887987,1.89088512232645e-07,2.32003012002973e-06
"Lus10036512.g.BGIv1.0",-3.22173947935518,-0.00655815267687871,1.89289504805382e-07,2.32167001035071e-06
"Lus10006155.g.BGIv1.0",1.15047930178597,3.0214941130085,1.97095600149789e-07,2.41282535457941e-06
"Lus10043311.g.BGIv1.0",-2.0442409325652,1.02975225060425,2.06131872321451e-07,2.5177742685265e-06
"Lus10031596.g.BGIv1.0",-1.45385487864569,1.67541611796018,2.1060898130109e-07,2.56453306054333e-06
"Lus10003587.g.BGIv1.0",-6.12791109967563,-0.591469669691157,2.158984261878e-07,2.62526447127549e-06
"Lus10039263.g.BGIv1.0",1.21127741883974,2.42383285672925,2.20961284767776e-07,2.68382453482537e-06
"Lus10013593.g.BGIv1.0",-1.55256652623554,1.44549964299097,2.26297740473054e-07,2.74480721989512e-06
"Lus10005747.g.BGIv1.0",1.5522771873838,1.8558199421213,2.33723416340498e-07,2.82777362419643e-06
"Lus10039183.g.BGIv1.0",1.52465469142968,1.5626551464056,2.38724697522707e-07,2.88667630765219e-06
"Lus10043026.g.BGIv1.0",1.28013094744344,2.1400398318465,2.52322649162473e-07,3.04517431475343e-06
"Lus10010548.g.BGIv1.0",1.22999566525564,2.33909144480212,2.52870681610731e-07,3.05009472816318e-06
"Lus10001637.g.BGIv1.0",-1.23426944264256,2.39230122883815,2.54987253732762e-07,3.07391872074789e-06
"Lus10004114.g.BGIv1.0",1.49570166650791,2.25266338764997,2.55628164746055e-07,3.08079067082776e-06
